pt_part,pt_um,pt_prod_line,pt_part_type
RC93X540V,PC,RFC,RM
RC93X570V,PC,RFC,RM
RC93X633V,PC,RFC,RM
RC9VH40R0L6,PC,RFC,WIP
RC9VH4JA0M0,PC,RFC,WIP
RC9VH4JR0L0,PC,RFC,WIP
RC9VH5JA0M0,PC,RFC,WIP
RC9VH5JR0L0,PC,RFC,WIP
RC9VH6JA0M0,PC,RFC,WIP
RF*DA15008CL,PC,RFC,WIP
RF*DA15008CS,PC,RFC,WIP
RF*DA15008M,EA,RFC,FG
RF*DA15008PL,PC,RFC,WIP
RF*DA15008PS,PC,RFC,WIP
RF*DA15008SL,PC,RFC,WIP
RF*DA15008UL,PC,RFC,WIP
RF*DA15008US,PC,RFC,WIP
RF*DA25008CL,PC,RFC,WIP
RF*DA25008CS,PC,RFC,WIP
RF*DA25008M,EA,RFC,FG
RF*DA25008PL,PC,RFC,WIP
RF*DA25008PS,PC,RFC,WIP
RF*DA25008SL,PC,RFC,WIP
RF*DA25008UL,PC,RFC,WIP
RF*DA25008US,PC,RFC,WIP
RF*DA7500GCL,PC,RFC,WIP
RF*DA7500GCS,PC,RFC,WIP
RF*DA7500GM,EA,RFC,FG
RF*DA7500GPL,PC,RFC,WIP
RF*DA7500GPS,PC,RFC,WIP
RF*DA7500GSL,PC,RFC,WIP
RF*DA7500GUL,PC,RFC,WIP
RF*DA7500GUS,PC,RFC,WIP
RF*DAB5008CL,PC,RFC,WIP
RF*DAB5008CS,PC,RFC,WIP
RF*DAB5008M,EA,RFC,FG
RF*DAB5008PL,PC,RFC,WIP
RF*DAB5008PS,PC,RFC,WIP
RF*DAB5008SL,PC,RFC,WIP
RF*DAB5008UL,PC,RFC,WIP
RF*DAB5008US,PC,RFC,WIP
RF*DAC5008CL,PC,RFC,WIP
RF*DAC5008CS,PC,RFC,WIP
RF*DAC5008M,EA,RFC,FG
RF*DAC5008PL,PC,RFC,WIP
RF*DAC5008PS,PC,RFC,WIP
RF*DAC5008SL,PC,RFC,WIP
RF*DAC5008UL,PC,RFC,WIP
RF*DAC5008US,PC,RFC,WIP
RF*DB1500GCL,PC,RFC,WIP
RF*DB1500GCS,PC,RFC,WIP
RF*DB1500GM,EA,RFC,FG
RF*DB1500GPL,PC,RFC,WIP
RF*DB1500GPS,PC,RFC,WIP
RF*DB1500GSL,PC,RFC,WIP
RF*DB1500GUL,PC,RFC,WIP
RF*DB1500GUS,PC,RFC,WIP
RF*DB25008CL,PC,RFC,WIP
RF*DB25008CS,PC,RFC,WIP
RF*DB25008M,EA,RFC,FG
RF*DB25008PL,PC,RFC,WIP
RF*DB25008PS,PC,RFC,WIP
RF*DB25008SL,PC,RFC,WIP
RF*DB25008UL,PC,RFC,WIP
RF*DB25008US,PC,RFC,WIP
RF*DB2500GCL,PC,RFC,WIP
RF*DB2500GCS,PC,RFC,WIP
RF*DB2500GM,EA,RFC,FG
RF*DB2500GPL,PC,RFC,WIP
RF*DB2500GPS,PC,RFC,WIP
RF*DB2500GSL,PC,RFC,WIP
RF*DB2500GUL,PC,RFC,WIP
RF*DB2500GUS,PC,RFC,WIP
RF*DB3500GCL,PC,RFC,WIP
RF*DB3500GCS,PC,RFC,WIP
RF*DB3500GM,EA,RFC,FG
RF*DB3500GPL,PC,RFC,WIP
RF*DB3500GPS,PC,RFC,WIP
RF*DB3500GSL,PC,RFC,WIP
RF*DB3500GUL,PC,RFC,WIP
RF*DB3500GUS,PC,RFC,WIP
RF*DB45008CL,PC,RFC,WIP
RF*DB45008CS,PC,RFC,WIP
RF*DB45008M,EA,RFC,FG
RF*DB45008PL,PC,RFC,WIP
RF*DB45008PS,PC,RFC,WIP
RF*DB45008SL,PC,RFC,WIP
RF*DB45008UL,PC,RFC,WIP
RF*DB45008US,PC,RFC,WIP
RF*DB4500GCL,PC,RFC,WIP
RF*DB4500GCS,PC,RFC,WIP
RF*DB4500GM,EA,RFC,FG
RF*DB4500GPL,PC,RFC,WIP
RF*DB4500GPS,PC,RFC,WIP
RF*DB4500GSL,PC,RFC,WIP
RF*DB4500GUL,PC,RFC,WIP
RF*DB4500GUS,PC,RFC,WIP
RF*DB55008CL,PC,RFC,WIP
RF*DB55008CS,PC,RFC,WIP
RF*DB55008M,EA,RFC,FG
RF*DB55008PL,PC,RFC,WIP
RF*DB55008PS,PC,RFC,WIP
RF*DB55008SL,PC,RFC,WIP
RF*DB55008UL,PC,RFC,WIP
RF*DB55008US,PC,RFC,WIP
RF*DB5500GCL,PC,RFC,WIP
RF*DB5500GCS,PC,RFC,WIP
RF*DB5500GM,EA,RFC,FG
RF*DB5500GPL,PC,RFC,WIP
RF*DB5500GPS,PC,RFC,WIP
RF*DB5500GSL,PC,RFC,WIP
RF*DB5500GUL,PC,RFC,WIP
RF*DB5500GUS,PC,RFC,WIP
RF*DB65008CL,PC,RFC,WIP
RF*DB65008CS,PC,RFC,WIP
RF*DB65008M,EA,RFC,FG
RF*DB65008PL,PC,RFC,WIP
RF*DB65008PS,PC,RFC,WIP
RF*DB65008SL,PC,RFC,WIP
RF*DB65008UL,PC,RFC,WIP
RF*DB65008US,PC,RFC,WIP
RF*DB6500GCL,PC,RFC,WIP
RF*DB6500GCS,PC,RFC,WIP
RF*DB6500GM,EA,RFC,FG
RF*DB6500GPL,PC,RFC,WIP
RF*DB6500GPS,PC,RFC,WIP
RF*DB6500GSL,PC,RFC,WIP
RF*DB6500GUL,PC,RFC,WIP
RF*DB6500GUS,PC,RFC,WIP
RF*DBE5008CS,PC,RFC,WIP
RF*DBE5008PS,PC,RFC,WIP
RF*DBE5008SL,PC,RFC,WIP
RF*DBE5008US,PC,RFC,WIP
RF*DBE5008WC,PC,RFC,WIP
RF*DBE5008WCL,PC,RFC,WIP
RF*DBE5008WM,EA,RFC,FG
RF*DBE5008WP,PC,RFC,WIP
RF*DBE5008WPL,PC,RFC,WIP
RF*DBE5008WS,PC,RFC,WIP
RF*DBE5008WSL,PC,RFC,WIP
RF*DBE5008WU,PC,RFC,WIP
RF*DBE5008WUL,PC,RFC,WIP
RF*DBF5008CS,PC,RFC,WIP
RF*DBF5008PS,PC,RFC,WIP
RF*DBF5008SL,PC,RFC,WIP
RF*DBF5008US,PC,RFC,WIP
RF*DBF5008WC,PC,RFC,WIP
RF*DBF5008WCL,PC,RFC,WIP
RF*DBF5008WM,EA,RFC,FG
RF*DBF5008WP,PC,RFC,WIP
RF*DBF5008WPL,PC,RFC,WIP
RF*DBF5008WS,PC,RFC,WIP
RF*DBF5008WSL,PC,RFC,WIP
RF*DBF5008WU,PC,RFC,WIP
RF*DBF5008WUL,PC,RFC,WIP
RF*DC3500GCL,PC,RFC,WIP
RF*DC3500GCS,PC,RFC,WIP
RF*DC3500GM,EA,RFC,FG
RF*DC3500GPL,PC,RFC,WIP
RF*DC3500GPS,PC,RFC,WIP
RF*DC3500GSL,PC,RFC,WIP
RF*DC3500GUL,PC,RFC,WIP
RF*DC3500GUS,PC,RFC,WIP
RF*DC45008CL,PC,RFC,WIP
RF*DC45008CS,PC,RFC,WIP
RF*DC45008M,EA,RFC,FG
RF*DC45008PL,PC,RFC,WIP
RF*DC45008PS,PC,RFC,WIP
RF*DC45008SL,PC,RFC,WIP
RF*DC45008UL,PC,RFC,WIP
RF*DC45008US,PC,RFC,WIP
RF*DC4500GCL,PC,RFC,WIP
RF*DC4500GCS,PC,RFC,WIP
RF*DC4500GM,EA,RFC,FG
RF*DC4500GPL,PC,RFC,WIP
RF*DC4500GPS,PC,RFC,WIP
RF*DC4500GSL,PC,RFC,WIP
RF*DC4500GUL,PC,RFC,WIP
RF*DC4500GUS,PC,RFC,WIP
RF*DD3500GCL,PC,RFC,WIP
RF*DD3500GCS,PC,RFC,WIP
RF*DD3500GM,EA,RFC,FG
RF*DD3500GPL,PC,RFC,WIP
RF*DD3500GPS,PC,RFC,WIP
RF*DD3500GSL,PC,RFC,WIP
RF*DD3500GUL,PC,RFC,WIP
RF*DD3500GUS,PC,RFC,WIP
RF*DD4500GCL,PC,RFC,WIP
RF*DD4500GCS,PC,RFC,WIP
RF*DD4500GM,EA,RFC,FG
RF*DD4500GPL,PC,RFC,WIP
RF*DD4500GPS,PC,RFC,WIP
RF*DD4500GSL,PC,RFC,WIP
RF*DD4500GUL,PC,RFC,WIP
RF*DD4500GUS,PC,RFC,WIP
RF*DD55008CL,PC,RFC,WIP
RF*DD55008CS,PC,RFC,WIP
RF*DD55008M,EA,RFC,FG
RF*DD55008PL,PC,RFC,WIP
RF*DD55008PS,PC,RFC,WIP
RF*DD55008SL,PC,RFC,WIP
RF*DD55008UL,PC,RFC,WIP
RF*DD55008US,PC,RFC,WIP
RF*DD5500GCL,PC,RFC,WIP
RF*DD5500GCS,PC,RFC,WIP
RF*DD5500GM,EA,RFC,FG
RF*DD5500GPL,PC,RFC,WIP
RF*DD5500GPS,PC,RFC,WIP
RF*DD5500GSL,PC,RFC,WIP
RF*DD5500GUL,PC,RFC,WIP
RF*DD5500GUS,PC,RFC,WIP
RF*DD6500GCL,PC,RFC,WIP
RF*DD6500GCS,PC,RFC,WIP
RF*DD6500GM,EA,RFC,FG
RF*DD6500GPL,PC,RFC,WIP
RF*DD6500GPS,PC,RFC,WIP
RF*DD6500GSL,PC,RFC,WIP
RF*DD6500GUL,PC,RFC,WIP
RF*DD6500GUS,PC,RFC,WIP
RF*DE45008CL,PC,RFC,WIP
RF*DE45008CS,PC,RFC,WIP
RF*DE45008M,EA,RFC,FG
RF*DE45008PL,PC,RFC,WIP
RF*DE45008PS,PC,RFC,WIP
RF*DE45008SL,PC,RFC,WIP
RF*DE45008UL,PC,RFC,WIP
RF*DE45008US,PC,RFC,WIP
RF*DE4500GCL,PC,RFC,WIP
RF*DE4500GCS,PC,RFC,WIP
RF*DE4500GM,EA,RFC,FG
RF*DE4500GPL,PC,RFC,WIP
RF*DE4500GPS,PC,RFC,WIP
RF*DE4500GSL,PC,RFC,WIP
RF*DE4500GUL,PC,RFC,WIP
RF*DE4500GUS,PC,RFC,WIP
RF*DF25008CL,PC,RFC,WIP
RF*DF25008CS,PC,RFC,WIP
RF*DF25008M,EA,RFC,FG
RF*DF25008PL,PC,RFC,WIP
RF*DF25008PS,PC,RFC,WIP
RF*DF25008SL,PC,RFC,WIP
RF*DF25008UL,PC,RFC,WIP
RF*DF25008US,PC,RFC,WIP
RF*DG15008CL,PC,RFC,WIP
RF*DG15008CS,PC,RFC,WIP
RF*DG15008M,EA,RFC,FG
RF*DG15008PL,PC,RFC,WIP
RF*DG15008PS,PC,RFC,WIP
RF*DG15008SL,PC,RFC,WIP
RF*DG15008UL,PC,RFC,WIP
RF*DG15008US,PC,RFC,WIP
RF*DG35008CL,PC,RFC,WIP
RF*DG35008CS,PC,RFC,WIP
RF*DG35008M,EA,RFC,FG
RF*DG35008PL,PC,RFC,WIP
RF*DG35008PS,PC,RFC,WIP
RF*DG35008SL,PC,RFC,WIP
RF*DG35008UL,PC,RFC,WIP
RF*DG35008US,PC,RFC,WIP
RF*DG45008CL,PC,RFC,WIP
RF*DG45008CS,PC,RFC,WIP
RF*DG45008M,EA,RFC,FG
RF*DG45008PL,PC,RFC,WIP
RF*DG45008PS,PC,RFC,WIP
RF*DG45008SL,PC,RFC,WIP
RF*DG45008UL,PC,RFC,WIP
RF*DG45008US,PC,RFC,WIP
RF*DG95007CL,PC,RFC,WIP
RF*DG95007CS,PC,RFC,WIP
RF*DG95007M,EA,RFC,FG
RF*DG95007PL,PC,RFC,WIP
RF*DG95007PS,PC,RFC,WIP
RF*DG95007SL,PC,RFC,WIP
RF*DG95007UL,PC,RFC,WIP
RF*DG95007US,PC,RFC,WIP
RF*DGD5008CS,PC,RFC,WIP
RF*DGD5008PS,PC,RFC,WIP
RF*DGD5008SL,PC,RFC,WIP
RF*DGD5008US,PC,RFC,WIP
RF*DGD5008WC,PC,RFC,WIP
RF*DGD5008WCL,PC,RFC,WIP
RF*DGD5008WM,EA,RFC,FG
RF*DGD5008WP,PC,RFC,WIP
RF*DGD5008WPL,PC,RFC,WIP
RF*DGD5008WS,PC,RFC,WIP
RF*DGD5008WSL,PC,RFC,WIP
RF*DGD5008WU,PC,RFC,WIP
RF*DGD5008WUL,PC,RFC,WIP
RF*DGI5007CS,PC,RFC,WIP
RF*DGI5007PS,PC,RFC,WIP
RF*DGI5007SL,PC,RFC,WIP
RF*DGI5007US,PC,RFC,WIP
RF*DGI5007WC,PC,RFC,WIP
RF*DGI5007WCL,PC,RFC,WIP
RF*DGI5007WM,EA,RFC,FG
RF*DGI5007WP,PC,RFC,WIP
RF*DGI5007WPL,PC,RFC,WIP
RF*DGI5007WS,PC,RFC,WIP
RF*DGI5007WSL,PC,RFC,WIP
RF*DGI5007WU,PC,RFC,WIP
RF*DGI5007WUL,PC,RFC,WIP
RF*EA15010CL,PC,RFC,WIP
RF*EA15010CS,PC,RFC,WIP
RF*EA15010M,EA,RFC,FG
RF*EA15010PL,PC,RFC,WIP
RF*EA15010PS,PC,RFC,WIP
RF*EA15010SL,PC,RFC,WIP
RF*EA15010UL,PC,RFC,WIP
RF*EA15010US,PC,RFC,WIP
RF*EA25010CL,PC,RFC,WIP
RF*EA25010CS,PC,RFC,WIP
RF*EA25010M,EA,RFC,FG
RF*EA25010PL,PC,RFC,WIP
RF*EA25010PS,PC,RFC,WIP
RF*EA25010SL,PC,RFC,WIP
RF*EA25010UL,PC,RFC,WIP
RF*EA25010US,PC,RFC,WIP
RF*EA35010CL,PC,RFC,WIP
RF*EA35010CS,PC,RFC,WIP
RF*EA35010M,EA,RFC,FG
RF*EA35010PL,PC,RFC,WIP
RF*EA35010PS,PC,RFC,WIP
RF*EA35010SL,PC,RFC,WIP
RF*EA35010UL,PC,RFC,WIP
RF*EA35010US,PC,RFC,WIP
RF*EA45010CL,PC,RFC,WIP
RF*EA45010CS,PC,RFC,WIP
RF*EA45010M,EA,RFC,FG
RF*EA45010PL,PC,RFC,WIP
RF*EA45010PS,PC,RFC,WIP
RF*EA45010SL,PC,RFC,WIP
RF*EA45010UL,PC,RFC,WIP
RF*EA45010US,PC,RFC,WIP
RF*EB15010CL,PC,RFC,WIP
RF*EB15010CS,PC,RFC,WIP
RF*EB15010M,EA,RFC,FG
RF*EB15010PL,PC,RFC,WIP
RF*EB15010PS,PC,RFC,WIP
RF*EB15010SL,PC,RFC,WIP
RF*EB15010UL,PC,RFC,WIP
RF*EB15010US,PC,RFC,WIP
RF*EB25010CL,PC,RFC,WIP
RF*EB25010CS,PC,RFC,WIP
RF*EB25010M,EA,RFC,FG
RF*EB25010PL,PC,RFC,WIP
RF*EB25010PS,PC,RFC,WIP
RF*EB25010SL,PC,RFC,WIP
RF*EB25010UL,PC,RFC,WIP
RF*EB25010US,PC,RFC,WIP
RF*EB35010CL,PC,RFC,WIP
RF*EB35010CS,PC,RFC,WIP
RF*EB35010M,EA,RFC,FG
RF*EB35010PL,PC,RFC,WIP
RF*EB35010PS,PC,RFC,WIP
RF*EB35010SL,PC,RFC,WIP
RF*EB35010UL,PC,RFC,WIP
RF*EB35010US,PC,RFC,WIP
RF*EB45010CL,PC,RFC,WIP
RF*EB45010CS,PC,RFC,WIP
RF*EB45010M,EA,RFC,FG
RF*EB45010PL,PC,RFC,WIP
RF*EB45010PS,PC,RFC,WIP
RF*EB45010SL,PC,RFC,WIP
RF*EB45010UL,PC,RFC,WIP
RF*EB45010US,PC,RFC,WIP
RF*EC15010CL,PC,RFC,WIP
RF*EC15010CS,PC,RFC,WIP
RF*EC15010M,EA,RFC,FG
RF*EC15010PL,PC,RFC,WIP
RF*EC15010PS,PC,RFC,WIP
RF*EC15010SL,PC,RFC,WIP
RF*EC15010UL,PC,RFC,WIP
RF*EC15010US,PC,RFC,WIP
RF*EC25010CL,PC,RFC,WIP
RF*EC25010CS,PC,RFC,WIP
RF*EC25010M,EA,RFC,FG
RF*EC25010PL,PC,RFC,WIP
RF*EC25010PS,PC,RFC,WIP
RF*EC25010SL,PC,RFC,WIP
RF*EC25010UL,PC,RFC,WIP
RF*EC25010US,PC,RFC,WIP
RF*EC35010CL,PC,RFC,WIP
RF*EC35010CS,PC,RFC,WIP
RF*EC35010M,EA,RFC,FG
RF*EC35010PL,PC,RFC,WIP
RF*EC35010PS,PC,RFC,WIP
RF*EC35010SL,PC,RFC,WIP
RF*EC35010UL,PC,RFC,WIP
RF*EC35010US,PC,RFC,WIP
RF*EC45010CL,PC,RFC,WIP
RF*EC45010CS,PC,RFC,WIP
RF*EC45010M,EA,RFC,FG
RF*EC45010PL,PC,RFC,WIP
RF*EC45010PS,PC,RFC,WIP
RF*EC45010SL,PC,RFC,WIP
RF*EC45010UL,PC,RFC,WIP
RF*EC45010US,PC,RFC,WIP
RF*EE15010CL,PC,RFC,WIP
RF*EE15010CS,PC,RFC,WIP
RF*EE15010M,EA,RFC,FG
RF*EE15010PL,PC,RFC,WIP
RF*EE15010PS,PC,RFC,WIP
RF*EE15010SL,PC,RFC,WIP
RF*EE15010UL,PC,RFC,WIP
RF*EE15010US,PC,RFC,WIP
RF*EE25010CL,PC,RFC,WIP
RF*EE25010CS,PC,RFC,WIP
RF*EE25010M,EA,RFC,FG
RF*EE25010PL,PC,RFC,WIP
RF*EE25010PS,PC,RFC,WIP
RF*EE25010SL,PC,RFC,WIP
RF*EE25010UL,PC,RFC,WIP
RF*EE25010US,PC,RFC,WIP
RF*EG15010CL,PC,RFC,WIP
RF*EG15010CS,PC,RFC,WIP
RF*EG15010M,EA,RFC,FG
RF*EG15010PL,PC,RFC,WIP
RF*EG15010PS,PC,RFC,WIP
RF*EG15010SL,PC,RFC,WIP
RF*EG15010UL,PC,RFC,WIP
RF*EG15010US,PC,RFC,WIP
RF*EH1500GCL,PC,RFC,WIP
RF*EH1500GCS,PC,RFC,WIP
RF*EH1500GM,EA,RFC,FG
RF*EH1500GPL,PC,RFC,WIP
RF*EH1500GPS,PC,RFC,WIP
RF*EH1500GSL,PC,RFC,WIP
RF*EH1500GUL,PC,RFC,WIP
RF*EH1500GUS,PC,RFC,WIP
RF*EH15010CL,PC,RFC,WIP
RF*EH15010CS,PC,RFC,WIP
RF*EH15010M,EA,RFC,FG
RF*EH15010PL,PC,RFC,WIP
RF*EH15010PS,PC,RFC,WIP
RF*EH15010SL,PC,RFC,WIP
RF*EH15010UL,PC,RFC,WIP
RF*EH15010US,PC,RFC,WIP
RF*EH45010CL,PC,RFC,WIP
RF*EH45010CS,PC,RFC,WIP
RF*EH45010M,EA,RFC,FG
RF*EH45010PL,PC,RFC,WIP
RF*EH45010PS,PC,RFC,WIP
RF*EH45010SL,PC,RFC,WIP
RF*EH45010UL,PC,RFC,WIP
RF*EH45010US,PC,RFC,WIP
RF*EJ15010CL,PC,RFC,WIP
RF*EJ15010CS,PC,RFC,WIP
RF*EJ15010M,EA,RFC,FG
RF*EJ15010PL,PC,RFC,WIP
RF*EJ15010PS,PC,RFC,WIP
RF*EJ15010SL,PC,RFC,WIP
RF*EJ15010UL,PC,RFC,WIP
RF*EJ15010US,PC,RFC,WIP
RF*FG15008CL,PC,RFC,WIP
RF*FG15008CS,PC,RFC,WIP
RF*FG15008M,EA,RFC,FG
RF*FG15008PL,PC,RFC,WIP
RF*FG15008PS,PC,RFC,WIP
RF*FG15008SL,PC,RFC,WIP
RF*FG15008UL,PC,RFC,WIP
RF*FG15008US,PC,RFC,WIP
RF*FG1500GCL,PC,RFC,WIP
RF*FG1500GCS,PC,RFC,WIP
RF*FG1500GM,EA,RFC,FG
RF*FG1500GPL,PC,RFC,WIP
RF*FG1500GPS,PC,RFC,WIP
RF*FG1500GSL,PC,RFC,WIP
RF*FG1500GUL,PC,RFC,WIP
RF*FG1500GUS,PC,RFC,WIP
RF*FG15011CL,PC,RFC,WIP
RF*FG15011CS,PC,RFC,WIP
RF*FG15011M,EA,RFC,FG
RF*FG15011PL,PC,RFC,WIP
RF*FG15011PS,PC,RFC,WIP
RF*FG15011SL,PC,RFC,WIP
RF*FG15011UL,PC,RFC,WIP
RF*FG15011US,PC,RFC,WIP
RF*FK15008CL,PC,RFC,WIP
RF*FK15008CS,PC,RFC,WIP
RF*FK15008M,EA,RFC,FG
RF*FK15008PL,PC,RFC,WIP
RF*FK15008PS,PC,RFC,WIP
RF*FK15008SL,PC,RFC,WIP
RF*FK15008UL,PC,RFC,WIP
RF*FK15008US,PC,RFC,WIP
RF*FK1500GCL,PC,RFC,WIP
RF*FK1500GCS,PC,RFC,WIP
RF*FK1500GM,EA,RFC,FG
RF*FK1500GPL,PC,RFC,WIP
RF*FK1500GPS,PC,RFC,WIP
RF*FK1500GSL,PC,RFC,WIP
RF*FK1500GUL,PC,RFC,WIP
RF*FK1500GUS,PC,RFC,WIP
RF*GA18053M,EA,GW,FG
RF*GA18083M,EA,GW,FG
RF*GA18153M,EA,GW,FG
RF*GA18183M,EA,GW,FG
RF*GA18223M,EA,GW,FG
RF*GA18263M,EA,GW,FG
RF*GA25053M,EA,GW,FG
RF*GA25123M,EA,GW,FG
RF*GA25153M,EA,GW,FG
RF*GA25183M,EA,GW,FG
RF*GA25263M,EA,GW,FG
RF*GA32123M,EA,GW,FG
RF*GA32153M,EA,GW,FG
RF*GA32183M,EA,GW,FG
RF*GA32263M,EA,GW,FG
RF*GA35053M,EA,GW,FG
RF*GA35083M,EA,GW,FG
RF*GA35123M,EA,GW,FG
RF*GA35151M,EA,GW,FG
RF*GA35153M,EA,GW,FG
RF*GA35155M,EA,GW,FG
RF*GA35158M,EA,GW,FG
RF*GA35181M,EA,GW,FG
RF*GA35183M,EA,GW,FG
RF*GA35188M,EA,GW,FG
RF*GA35223M,EA,GW,FG
RF*GA35261M,EA,GW,FG
RF*GA35263M,EA,GW,FG
RF*GA38151M,EA,GW,FG
RF*GA38153M,EA,GW,FG
RF*GA38158M,EA,GW,FG
RF*GA38183M,EA,GW,FG
RF*GA38223M,EA,GW,FG
RF*GA38263M,EA,GW,FG
RF*GS18153M,EA,GW,FG
RF*GS18183M,EA,GW,FG
RF*GS18263M,EA,GW,FG
RF*GS25123M,EA,GW,FG
RF*GS25153M,EA,GW,FG
RF*GS25183M,EA,GW,FG
RF*GS25263M,EA,GW,FG
RF*GS32123M,EA,GW,FG
RF*GS32153M,EA,GW,FG
RF*GS32183M,EA,GW,FG
RF*GS32263M,EA,GW,FG
RF*GS35123M,EA,GW,FG
RF*GS35151M,EA,GW,FG
RF*GS35153M,EA,GW,FG
RF*GS35155M,EA,GW,FG
RF*GS35158M,EA,GW,FG
RF*GS35181M,EA,GW,FG
RF*GS35183M,EA,GW,FG
RF*GS35223M,EA,GW,FG
RF*GS35261M,EA,GW,FG
RF*GS35263M,EA,GW,FG
RF*GS38151M,EA,GW,FG
RF*GS38153M,EA,GW,FG
RF*GS38183M,EA,GW,FG
RF*GS38263M,EA,GW,FG
RF*HA35153M,EA,GW,FG
RF*HA35263M,EA,GW,FG
RF*PA18153M,EA,GW,FG
RF*PA18183M,EA,GW,FG
RF*PA18263M,EA,GW,FG
RF*PA25153M,EA,GW,FG
RF*PA25183M,EA,GW,FG
RF*PA25263M,EA,GW,FG
RF*PA32183M,EA,GW,FG
RF*PA32263M,EA,GW,FG
RF*PA35083M,EA,GW,FG
RF*PA35151M,EA,GW,FG
RF*PA35153M,EA,GW,FG
RF*PA35183M,EA,GW,FG
RF*PA35188M,EA,GW,FG
RF*PA35263M,EA,GW,FG
RF*PA38153M,EA,GW,FG
RF*PA38183M,EA,GW,FG
RF*PA38263M,EA,GW,FG
RF*PS25153M,EA,GW,FG
RF*PS25263M,EA,GW,FG
RF*PS32153M,EA,GW,FG
RF*PS35083M,EA,GW,FG
RF*PS35153M,EA,GW,FG
RF*PS35183M,EA,GW,FG
RF*PS35263M,EA,GW,FG
RF*PS38083M,EA,GW,FG
RF*PS38153M,EA,GW,FG
RF*PS38183M,EA,GW,FG
RF*WE24110HE,PC,RFC,WIP
RF*WE24110IE,PC,RFC,WIP
RF*WE24110M,EA,RFC,FG
RF*WE24110NE,PC,RFC,WIP
RF*WE24110TE,PC,RFC,WIP
RF*WH14112HE,PC,RFC,WIP
RF*WH14112IE,PC,RFC,WIP
RF*WH14112M,EA,RFC,FG
RF*WH14112NE,PC,RFC,WIP
RF*WH14112TE,PC,RFC,WIP
RF*ZB14108HE,PC,RFC,WIP
RF*ZB14108IE,PC,RFC,WIP
RF*ZB14108M,EA,RFC,FG
RF*ZB14108NE,PC,RFC,WIP
RF*ZB14108TE,PC,RFC,WIP
RF+DB55008CL,PC,RFC,WIP
RF+DB55008M,EA,RFC,FG
RF+DB55008PL,PC,RFC,WIP
RF+DB55008SL,PC,RFC,WIP
RF+DB55008UL,PC,RFC,WIP
RF+DB65008CL,PC,RFC,WIP
RF+DB65008M,EA,RFC,FG
RF+DB65008PL,PC,RFC,WIP
RF+DB65008SL,PC,RFC,WIP
RF+DB65008UL,PC,RFC,WIP
RF+DG15008CL,PC,RFC,WIP
RF+DG15008M,EA,RFC,FG
RF+DG15008PL,PC,RFC,WIP
RF+DG15008SL,PC,RFC,WIP
RF+DG15008UL,PC,RFC,WIP
RF+DG35008CL,PC,RFC,WIP
RF+DG35008M,EA,RFC,FG
RF+DG35008PL,PC,RFC,WIP
RF+DG35008SL,PC,RFC,WIP
RF+DG35008UL,PC,RFC,WIP
RF+DG95007CL,PC,RFC,WIP
RF+DG95007M,EA,RFC,FG
RF+DG95007PL,PC,RFC,WIP
RF+DG95007SL,PC,RFC,WIP
RF+DG95007UL,PC,RFC,WIP
RF+EA25010CL,PC,RFC,WIP
RF+EA25010M,EA,RFC,FG
RF+EA25010PL,PC,RFC,WIP
RF+EA25010SL,PC,RFC,WIP
RF+EA25010UL,PC,RFC,WIP
RF+EB15010CL,PC,RFC,WIP
RF+EB15010M,EA,RFC,FG
RF+EB15010PL,PC,RFC,WIP
RF+EB15010SL,PC,RFC,WIP
RF+EB15010UL,PC,RFC,WIP
RF+EH15010CL,PC,RFC,WIP
RF+EH15010M,EA,RFC,FG
RF+EH15010PL,PC,RFC,WIP
RF+EH15010SL,PC,RFC,WIP
RF+EH15010UL,PC,RFC,WIP
RF+EJ15010CL,PC,RFC,WIP
RF+EJ15010M,EA,RFC,FG
RF+EJ15010PL,PC,RFC,WIP
RF+EJ15010SL,PC,RFC,WIP
RF+EJ15010UL,PC,RFC,WIP
RF+GA18083M,EA,GW,FG
RF+GA18153M,EA,GW,FG
RF+GA18183M,EA,GW,FG
RF+GA18263M,EA,GW,FG
RF+GA25153M,EA,GW,FG
RF+GA25183M,EA,GW,FG
RF+GA25263M,EA,GW,FG
RF+GA32153M,EA,GW,FG
RF+GA32183M,EA,GW,FG
RF+GA32263M,EA,GW,FG
RF+GA35083M,EA,GW,FG
RF+GA35123M,EA,GW,FG
RF+GA35153M,EA,GW,FG
RF+GA35155M,EA,GW,FG
RF+GA35158M,EA,GW,FG
RF+GA35183M,EA,GW,FG
RF+GA35188M,EA,GW,FG
RF+GA35223M,EA,GW,FG
RF+GA35263M,EA,GW,FG
RF+GA38153M,EA,GW,FG
RF+GA38158M,EA,GW,FG
RF+GA38183M,EA,GW,FG
RF+GA38263M,EA,GW,FG
RF+GS18153M,EA,GW,FG
RF+GS18183M,EA,GW,FG
RF+GS18263M,EA,GW,FG
RF+GS25153M,EA,GW,FG
RF+GS25183M,EA,GW,FG
RF+GS25263M,EA,GW,FG
RF+GS32153M,EA,GW,FG
RF+GS32183M,EA,GW,FG
RF+GS32263M,EA,GW,FG
RF+GS35153M,EA,GW,FG
RF+GS35158M,EA,GW,FG
RF+GS35183M,EA,GW,FG
RF+GS35223M,EA,GW,FG
RF+GS35263M,EA,GW,FG
RF+GS38153M,EA,GW,FG
RF+GS38183M,EA,GW,FG
