pt_part,pt_um,pt_prod_line,pt_part_type
RH*AC4410GSL,PC,RFC,WIP
RH*AC4410GUL,PC,RFC,WIP
RH*AC4510GCL,PC,RFC,WIP
RH*AC4510GM,EA,RFC,FG
RH*AC4510GPL,PC,RFC,WIP
RH*AC4510GSL,PC,RFC,WIP
RH*AC4510GUL,PC,RFC,WIP
RH*AD44108CL,PC,RFC,WIP
RH*AD44108M,EA,RFC,FG
RH*AD44108PL,PC,RFC,WIP
RH*AD44108SL,PC,RFC,WIP
RH*AD44108UL,PC,RFC,WIP
RH*AD4410GCL,PC,RFC,WIP
RH*AD4410GM,EA,RFC,FG
RH*AD4410GPL,PC,RFC,WIP
RH*AD4410GSL,PC,RFC,WIP
RH*AD4410GUL,PC,RFC,WIP
RH*AD5410GCL,PC,RFC,WIP
RH*AD5410GM,EA,RFC,FG
RH*AD5410GPL,PC,RFC,WIP
RH*AD5410GSL,PC,RFC,WIP
RH*AD5410GUL,PC,RFC,WIP
RH*AD5510GCL,PC,RFC,WIP
RH*AD5510GM,EA,RFC,FG
RH*AD5510GPL,PC,RFC,WIP
RH*AD5510GSL,PC,RFC,WIP
RH*AD5510GUL,PC,RFC,WIP
RH*AD6410GCL,PC,RFC,WIP
RH*AD6410GM,EA,RFC,FG
RH*AD6410GPL,PC,RFC,WIP
RH*AD6410GSL,PC,RFC,WIP
RH*AD6410GUL,PC,RFC,WIP
RH*AD6510GCL,PC,RFC,WIP
RH*AD6510GM,EA,RFC,FG
RH*AD6510GPL,PC,RFC,WIP
RH*AD6510GSL,PC,RFC,WIP
RH*AD6510GUL,PC,RFC,WIP
RH*AE44108CL,PC,RFC,WIP
RH*AE44108M,EA,RFC,FG
RH*AE44108PL,PC,RFC,WIP
RH*AE44108SL,PC,RFC,WIP
RH*AE44108UL,PC,RFC,WIP
RH*AE4410GCL,PC,RFC,WIP
RH*AE4410GM,EA,RFC,FG
RH*AE4410GPL,PC,RFC,WIP
RH*AE4410GSL,PC,RFC,WIP
RH*AE4410GUL,PC,RFC,WIP
RH*AE4510GCL,PC,RFC,WIP
RH*AE4510GM,EA,RFC,FG
RH*AE4510GPL,PC,RFC,WIP
RH*AE4510GSL,PC,RFC,WIP
RH*AE4510GUL,PC,RFC,WIP
RH*AE55108CL,PC,RFC,WIP
RH*AE55108M,EA,RFC,FG
RH*AE55108PL,PC,RFC,WIP
RH*AE55108SL,PC,RFC,WIP
RH*AE55108UL,PC,RFC,WIP
RH*AED510GCL,PC,RFC,WIP
RH*AED510GM,EA,RFC,FG
RH*AED510GPL,PC,RFC,WIP
RH*AED510GSL,PC,RFC,WIP
RH*AED510GUL,PC,RFC,WIP
RH*AF15110CL,PC,RFC,WIP
RH*AF15110M,EA,RFC,FG
RH*AF15110PL,PC,RFC,WIP
RH*AF15110SL,PC,RFC,WIP
RH*AF15110UL,PC,RFC,WIP
RH*AG34108CL,PC,RFC,WIP
RH*AG34108M,EA,RFC,FG
RH*AG34108PL,PC,RFC,WIP
RH*AG34108SL,PC,RFC,WIP
RH*AG34108UL,PC,RFC,WIP
RH*AG94107CL,PC,RFC,WIP
RH*AG94107M,EA,RFC,FG
RH*AG94107PL,PC,RFC,WIP
RH*AG94107SL,PC,RFC,WIP
RH*AG94107UL,PC,RFC,WIP
RH*AG95107CL,PC,RFC,WIP
RH*AG95107M,EA,RFC,FG
RH*AG95107PL,PC,RFC,WIP
RH*AG95107SL,PC,RFC,WIP
RH*AG95107UL,PC,RFC,WIP
RH*AGF4108CL,PC,RFC,WIP
RH*AGF4108M,EA,RFC,FG
RH*AGF4108PL,PC,RFC,WIP
RH*AGF4108SL,PC,RFC,WIP
RH*AGF4108UL,PC,RFC,WIP
RH*AUB5108CL,PC,RFC,WIP
RH*AUB5108M,EA,RFC,FG
RH*AUB5108PL,PC,RFC,WIP
RH*AUB5108SL,PC,RFC,WIP
RH*AUB5108UL,PC,RFC,WIP
RH*BA14110CL,PC,RFC,WIP
RH*BA14110M,EA,RFC,FG
RH*BA14110PL,PC,RFC,WIP
RH*BA14110SL,PC,RFC,WIP
RH*BA14110UL,PC,RFC,WIP
RH*BA15110CL,PC,RFC,WIP
RH*BA15110M,EA,RFC,FG
RH*BA15110PL,PC,RFC,WIP
RH*BA15110SL,PC,RFC,WIP
RH*BA15110UL,PC,RFC,WIP
RH*BA24110CL,PC,RFC,WIP
RH*BA24110M,EA,RFC,FG
RH*BA24110PL,PC,RFC,WIP
RH*BA24110SL,PC,RFC,WIP
RH*BA24110UL,PC,RFC,WIP
RH*BA25110CL,PC,RFC,WIP
RH*BA25110M,EA,RFC,FG
RH*BA25110PL,PC,RFC,WIP
RH*BA25110SL,PC,RFC,WIP
RH*BA25110UL,PC,RFC,WIP
RH*BA34110CL,PC,RFC,WIP
RH*BA34110M,EA,RFC,FG
RH*BA34110PL,PC,RFC,WIP
RH*BA34110SL,PC,RFC,WIP
RH*BA34110UL,PC,RFC,WIP
RH*BA35110CL,PC,RFC,WIP
RH*BA35110M,EA,RFC,FG
RH*BA35110PL,PC,RFC,WIP
RH*BA35110SL,PC,RFC,WIP
RH*BA35110UL,PC,RFC,WIP
RH*BB14110CL,PC,RFC,WIP
RH*BB14110M,EA,RFC,FG
RH*BB14110PL,PC,RFC,WIP
RH*BB14110SL,PC,RFC,WIP
RH*BB14110UL,PC,RFC,WIP
RH*BB15110CL,PC,RFC,WIP
RH*BB15110M,EA,RFC,FG
RH*BB15110PL,PC,RFC,WIP
RH*BB15110SL,PC,RFC,WIP
RH*BB15110UL,PC,RFC,WIP
RH*BB24110CL,PC,RFC,WIP
RH*BB24110M,EA,RFC,FG
RH*BB24110PL,PC,RFC,WIP
RH*BB24110SL,PC,RFC,WIP
RH*BB24110UL,PC,RFC,WIP
RH*BB25110CL,PC,RFC,WIP
RH*BB25110M,EA,RFC,FG
RH*BB25110PL,PC,RFC,WIP
RH*BB25110SL,PC,RFC,WIP
RH*BB25110UL,PC,RFC,WIP
RH*BC14110CL,PC,RFC,WIP
RH*BC14110M,EA,RFC,FG
RH*BC14110PL,PC,RFC,WIP
RH*BC14110SL,PC,RFC,WIP
RH*BC14110UL,PC,RFC,WIP
RH*BE14110CL,PC,RFC,WIP
RH*BE14110M,EA,RFC,FG
RH*BE14110PL,PC,RFC,WIP
RH*BE14110SL,PC,RFC,WIP
RH*BE14110UL,PC,RFC,WIP
RH*BE15110CL,PC,RFC,WIP
RH*BE15110M,EA,RFC,FG
RH*BE15110PL,PC,RFC,WIP
RH*BE15110SL,PC,RFC,WIP
RH*BE15110UL,PC,RFC,WIP
RH*BE24110CL,PC,RFC,WIP
RH*BE24110M,EA,RFC,FG
RH*BE24110PL,PC,RFC,WIP
RH*BE24110SL,PC,RFC,WIP
RH*BE24110UL,PC,RFC,WIP
RH*BE25110CL,PC,RFC,WIP
RH*BE25110M,EA,RFC,FG
RH*BE25110PL,PC,RFC,WIP
RH*BE25110SL,PC,RFC,WIP
RH*BE25110UL,PC,RFC,WIP
RH*BG14110CL,PC,RFC,WIP
RH*BG14110M,EA,RFC,FG
RH*BG14110PL,PC,RFC,WIP
RH*BG14110SL,PC,RFC,WIP
RH*BG14110UL,PC,RFC,WIP
RH*BG15110CL,PC,RFC,WIP
RH*BG15110M,EA,RFC,FG
RH*BG15110PL,PC,RFC,WIP
RH*BG15110SL,PC,RFC,WIP
RH*BG15110UL,PC,RFC,WIP
RH*BH14110CL,PC,RFC,WIP
RH*BH14110M,EA,RFC,FG
RH*BH14110PL,PC,RFC,WIP
RH*BH14110SL,PC,RFC,WIP
RH*BH14110UL,PC,RFC,WIP
RH*BH15110CL,PC,RFC,WIP
RH*BH15110M,EA,RFC,FG
RH*BH15110PL,PC,RFC,WIP
RH*BH15110SL,PC,RFC,WIP
RH*BH15110UL,PC,RFC,WIP
RH*BR75100CL,PC,RFC,WIP
RH*BR75100M,EA,RFC,FG
RH*BR75100PL,PC,RFC,WIP
RH*BR75100SL,PC,RFC,WIP
RH*BR75100UL,PC,RFC,WIP
RH*BR95100CL,PC,RFC,WIP
RH*BR95100M,EA,RFC,FG
RH*BR95100PL,PC,RFC,WIP
RH*BR95100SL,PC,RFC,WIP
RH*BR95100UL,PC,RFC,WIP
RH+4AL1000CL,PC,RFC,WIP
RH+4AL1000CS,PC,RFC,WIP
RH+4AL1000M,EA,RFC,FG
RH+4AL1000PL,PC,RFC,WIP
RH+4AL1000PS,PC,RFC,WIP
RH+4AL1000SL,PC,RFC,WIP
RH+4AL1000UL,PC,RFC,WIP
RH+4AL1000US,PC,RFC,WIP
RH+4AL2000CL,PC,RFC,WIP
RH+4AL2000CS,PC,RFC,WIP
RH+4AL2000M,EA,RFC,FG
RH+4AL2000PL,PC,RFC,WIP
RH+4AL2000PS,PC,RFC,WIP
RH+4AL2000SL,PC,RFC,WIP
RH+4AL2000UL,PC,RFC,WIP
RH+4AL2000US,PC,RFC,WIP
RH+4AL3000CL,PC,RFC,WIP
RH+4AL3000M,EA,RFC,FG
RH+4AL3000PL,PC,RFC,WIP
RH+4AL3000SL,PC,RFC,WIP
RH+4AL3000UL,PC,RFC,WIP
RH+4AP4561CL,PC,RFC,WIP
RH+4AP4561CS,PC,RFC,WIP
RH+4AP4561M,EA,RFC,FG
RH+4AP4561PL,PC,RFC,WIP
RH+4AP4561PS,PC,RFC,WIP
RH+4AP4561SL,PC,RFC,WIP
RH+4AP4561UL,PC,RFC,WIP
RH+4AP4561US,PC,RFC,WIP
RH+4AP5561CL,PC,RFC,WIP
RH+4AP5561CS,PC,RFC,WIP
RH+4AP5561M,EA,RFC,FG
RH+4AP5561PL,PC,RFC,WIP
RH+4AP5561PS,PC,RFC,WIP
RH+4AP5561SL,PC,RFC,WIP
RH+4AP5561UL,PC,RFC,WIP
RH+4AP5561US,PC,RFC,WIP
RH+4APR241CL,PC,RFC,WIP
RH+4APR241CS,PC,RFC,WIP
RH+4APR241M,EA,RFC,FG
RH+4APR241PL,PC,RFC,WIP
RH+4APR241PS,PC,RFC,WIP
RH+4APR241SL,PC,RFC,WIP
RH+4APR241UL,PC,RFC,WIP
RH+4APR241US,PC,RFC,WIP
RH+4AR1000CL,PC,RFC,WIP
RH+4AR1000CS,PC,RFC,WIP
RH+4AR1000M,EA,RFC,FG
RH+4AR1000PL,PC,RFC,WIP
RH+4AR1000PS,PC,RFC,WIP
RH+4AR1000SL,PC,RFC,WIP
RH+4AR1000UL,PC,RFC,WIP
RH+4AR1000US,PC,RFC,WIP
RH+4AR2000CL,PC,RFC,WIP
RH+4AR2000CS,PC,RFC,WIP
RH+4AR2000M,EA,RFC,FG
RH+4AR2000PL,PC,RFC,WIP
RH+4AR2000PS,PC,RFC,WIP
RH+4AR2000SL,PC,RFC,WIP
RH+4AR2000UL,PC,RFC,WIP
RH+4AR2000US,PC,RFC,WIP
RH+4ARJP00CL,PC,RFC,WIP
RH+4ARJP00M,EA,RFC,FG
RH+4ARJP00PL,PC,RFC,WIP
RH+4ARJP00SL,PC,RFC,WIP
RH+4ARJP00UL,PC,RFC,WIP
RH+4BPIN00CL,PC,RFC,WIP
RH+4BPIN00CS,PC,RFC,WIP
RH+4BPIN00M,EA,RFC,FG
RH+4BPIN00PL,PC,RFC,WIP
RH+4BPIN00PS,PC,RFC,WIP
RH+4BPIN00SL,PC,RFC,WIP
RH+4BPIN00UL,PC,RFC,WIP
RH+4BPIN00US,PC,RFC,WIP
RH+4BPJP00CL,PC,RFC,WIP
RH+4BPJP00M,EA,RFC,FG
RH+4BPJP00PL,PC,RFC,WIP
RH+4BPJP00SL,PC,RFC,WIP
RH+4BPJP00UL,PC,RFC,WIP
RH+4CL3500CL,PC,RFC,WIP
RH+4CL3500CS,PC,RFC,WIP
RH+4CL3500M,EA,RFC,FG
RH+4CL3500PL,PC,RFC,WIP
RH+4CL3500PS,PC,RFC,WIP
RH+4CL3500SL,PC,RFC,WIP
RH+4CL3500UL,PC,RFC,WIP
RH+4CL3500US,PC,RFC,WIP
RH+4CL4000CL,PC,RFC,WIP
RH+4CL4000CS,PC,RFC,WIP
RH+4CL4000M,EA,RFC,FG
RH+4CL4000PL,PC,RFC,WIP
RH+4CL4000PS,PC,RFC,WIP
RH+4CL4000SL,PC,RFC,WIP
RH+4CL4000UL,PC,RFC,WIP
RH+4CL4000US,PC,RFC,WIP
RH+4CL5000CL,PC,RFC,WIP
RH+4CL5000M,EA,RFC,FG
RH+4CL5000PL,PC,RFC,WIP
RH+4CL5000SL,PC,RFC,WIP
RH+4CL5000UL,PC,RFC,WIP
RH+4CR3500CL,PC,RFC,WIP
RH+4CR3500CS,PC,RFC,WIP
RH+4CR3500M,EA,RFC,FG
RH+4CR3500PL,PC,RFC,WIP
RH+4CR3500PS,PC,RFC,WIP
RH+4CR3500SL,PC,RFC,WIP
RH+4CR3500UL,PC,RFC,WIP
RH+4CR3500US,PC,RFC,WIP
RH+4CR4000CL,PC,RFC,WIP
RH+4CR4000CS,PC,RFC,WIP
RH+4CR4000M,EA,RFC,FG
RH+4CR4000PL,PC,RFC,WIP
RH+4CR4000PS,PC,RFC,WIP
RH+4CR4000SL,PC,RFC,WIP
RH+4CR4000UL,PC,RFC,WIP
RH+4CR4000US,PC,RFC,WIP
RH+4CR5000CL,PC,RFC,WIP
RH+4CR5000M,EA,RFC,FG
RH+4CR5000PL,PC,RFC,WIP
RH+4CR5000SL,PC,RFC,WIP
RH+4CR5000UL,PC,RFC,WIP
RH+4JL3500CL,PC,RFC,WIP
RH+4JL3500CS,PC,RFC,WIP
RH+4JL3500M,EA,RFC,FG
RH+4JL3500PL,PC,RFC,WIP
RH+4JL3500PS,PC,RFC,WIP
RH+4JL3500SL,PC,RFC,WIP
RH+4JL3500UL,PC,RFC,WIP
RH+4JL3500US,PC,RFC,WIP
RH+4JL4000CL,PC,RFC,WIP
RH+4JL4000CS,PC,RFC,WIP
RH+4JL4000M,EA,RFC,FG
RH+4JL4000PL,PC,RFC,WIP
RH+4JL4000PS,PC,RFC,WIP
RH+4JL4000SL,PC,RFC,WIP
RH+4JL4000UL,PC,RFC,WIP
RH+4JL4000US,PC,RFC,WIP
RH+4JR3500CL,PC,RFC,WIP
RH+4JR3500CS,PC,RFC,WIP
RH+4JR3500M,EA,RFC,FG
RH+4JR3500PL,PC,RFC,WIP
RH+4JR3500PS,PC,RFC,WIP
RH+4JR3500SL,PC,RFC,WIP
RH+4JR3500UL,PC,RFC,WIP
RH+4JR3500US,PC,RFC,WIP
RH+4JR4000CL,PC,RFC,WIP
RH+4JR4000CS,PC,RFC,WIP
RH+4JR4000M,EA,RFC,FG
RH+4JR4000PL,PC,RFC,WIP
RH+4JR4000PS,PC,RFC,WIP
RH+4JR4000SL,PC,RFC,WIP
RH+4JR4000UL,PC,RFC,WIP
RH+4JR4000US,PC,RFC,WIP
RH+4MP2520CL,PC,RFC,WIP
RH+4MP2520CS,PC,RFC,WIP
RH+4MP2520M,EA,RFC,FG
RH+4MP2520PL,PC,RFC,WIP
RH+4MP2520PS,PC,RFC,WIP
RH+4MP2520SL,PC,RFC,WIP
RH+4MP2520UL,PC,RFC,WIP
RH+4MP2520US,PC,RFC,WIP
RH+4MP2528CL,PC,RFC,WIP
RH+4MP2528M,EA,RFC,FG
RH+4MP2528PL,PC,RFC,WIP
RH+4MP2528SL,PC,RFC,WIP
RH+4MP2528UL,PC,RFC,WIP
RH+4MP3020CL,PC,RFC,WIP
RH+4MP3020CS,PC,RFC,WIP
RH+4MP3020M,EA,RFC,FG
RH+4MP3020PL,PC,RFC,WIP
RH+4MP3020PS,PC,RFC,WIP
RH+4MP3020SL,PC,RFC,WIP
RH+4MP3020UL,PC,RFC,WIP
RH+4MP3020US,PC,RFC,WIP
RH+4MP3028CL,PC,RFC,WIP
RH+4MP3028CS,PC,RFC,WIP
RH+4MP3028M,EA,RFC,FG
RH+4MP3028PL,PC,RFC,WIP
RH+4MP3028PS,PC,RFC,WIP
RH+4MP3028SL,PC,RFC,WIP
RH+4MP3028UL,PC,RFC,WIP
RH+4MP3028US,PC,RFC,WIP
RH+4MP3520CL,PC,RFC,WIP
RH+4MP3520M,EA,RFC,FG
RH+4MP3520PL,PC,RFC,WIP
RH+4MP3520SL,PC,RFC,WIP
RH+4MP3520UL,PC,RFC,WIP
RH+4MP3521CL,PC,RFC,WIP
RH+4MP3521M,EA,RFC,FG
RH+4MP3521PL,PC,RFC,WIP
RH+4MP3521SL,PC,RFC,WIP
RH+4MP3521UL,PC,RFC,WIP
RH+4MP4020CL,PC,RFC,WIP
RH+4MP4020CS,PC,RFC,WIP
RH+4MP4020M,EA,RFC,FG
RH+4MP4020PL,PC,RFC,WIP
RH+4MP4020PS,PC,RFC,WIP
RH+4MP4020SL,PC,RFC,WIP
RH+4MP4020UL,PC,RFC,WIP
RH+4MP4020US,PC,RFC,WIP
RH+4PR2008CL,PC,RFC,WIP
RH+4PR2008CS,PC,RFC,WIP
RH+4PR2008M,EA,RFC,FG
RH+4PR2008PL,PC,RFC,WIP
RH+4PR2008PS,PC,RFC,WIP
RH+4PR2008SL,PC,RFC,WIP
RH+4PR2008UL,PC,RFC,WIP
RH+4PR2008US,PC,RFC,WIP
RH+4PR2508CL,PC,RFC,WIP
RH+4PR2508CS,PC,RFC,WIP
RH+4PR2508M,EA,RFC,FG
RH+4PR2508PL,PC,RFC,WIP
RH+4PR2508PS,PC,RFC,WIP
RH+4PR2508SL,PC,RFC,WIP
RH+4PR2508UL,PC,RFC,WIP
RH+4PR2508US,PC,RFC,WIP
RH+4SP0061CL,PC,RFC,WIP
RH+4SP0061CS,PC,RFC,WIP
RH+4SP0061M,EA,RFC,FG
RH+4SP0061PL,PC,RFC,WIP
RH+4SP0061PS,PC,RFC,WIP
RH+4SP0061SL,PC,RFC,WIP
RH+4SP0061UL,PC,RFC,WIP
RH+4SP0061US,PC,RFC,WIP
RH+4SP0068CL,PC,RFC,WIP
RH+4SP0068CS,PC,RFC,WIP
RH+4SP0068M,EA,RFC,FG
RH+4SP0068PL,PC,RFC,WIP
RH+4SP0068PS,PC,RFC,WIP
RH+4SP0068SL,PC,RFC,WIP
RH+4SP0068UL,PC,RFC,WIP
RH+4SP0068US,PC,RFC,WIP
RH+4SP0069CL,PC,RFC,WIP
RH+4SP0069M,EA,RFC,FG
RH+4SP0069PL,PC,RFC,WIP
RH+4SP0069SL,PC,RFC,WIP
RH+4SP0069UL,PC,RFC,WIP
RH+4SP006GCL,PC,RFC,WIP
RH+4SP006GM,EA,RFC,FG
RH+4SP006GPL,PC,RFC,WIP
RH+4SP006GSL,PC,RFC,WIP
RH+4SP006GUL,PC,RFC,WIP
RH+4ST0109CL,PC,RFC,WIP
RH+4ST0109M,EA,RFC,FG
RH+4ST0109PL,PC,RFC,WIP
RH+4ST0109SL,PC,RFC,WIP
RH+4ST0109UL,PC,RFC,WIP
RH+4ST0161CL,PC,RFC,WIP
RH+4ST0161M,EA,RFC,FG
RH+4ST0161PL,PC,RFC,WIP
RH+4ST0161SL,PC,RFC,WIP
RH+4ST0161UL,PC,RFC,WIP
RH+4ST016GCL,PC,RFC,WIP
RH+4ST016GM,EA,RFC,FG
RH+4ST016GPL,PC,RFC,WIP
RH+4ST016GSL,PC,RFC,WIP
RH+4ST016GUL,PC,RFC,WIP
RH+5AL1000CL,PC,RFC,WIP
RH+5AL1000CS,PC,RFC,WIP
RH+5AL1000M,EA,RFC,FG
RH+5AL1000PL,PC,RFC,WIP
RH+5AL1000PS,PC,RFC,WIP
RH+5AL1000SL,PC,RFC,WIP
RH+5AL1000UL,PC,RFC,WIP
RH+5AL1000US,PC,RFC,WIP
RH+5AL2000CL,PC,RFC,WIP
RH+5AL2000CS,PC,RFC,WIP
RH+5AL2000M,EA,RFC,FG
RH+5AL2000PL,PC,RFC,WIP
RH+5AL2000PS,PC,RFC,WIP
RH+5AL2000SL,PC,RFC,WIP
RH+5AL2000UL,PC,RFC,WIP
RH+5AL2000US,PC,RFC,WIP
RH+5AL3000CL,PC,RFC,WIP
RH+5AL3000CS,PC,RFC,WIP
RH+5AL3000M,EA,RFC,FG
RH+5AL3000PL,PC,RFC,WIP
RH+5AL3000PS,PC,RFC,WIP
RH+5AL3000SL,PC,RFC,WIP
RH+5AL3000UL,PC,RFC,WIP
RH+5AL3000US,PC,RFC,WIP
RH+5AP4561CL,PC,RFC,WIP
RH+5AP4561CS,PC,RFC,WIP
RH+5AP4561H,PC,RFC,WIP
RH+5AP4561I,PC,RFC,WIP
RH+5AP4561M,EA,RFC,FG
RH+5AP4561N,PC,RFC,WIP
RH+5AP4561PL,PC,RFC,WIP
RH+5AP4561PS,PC,RFC,WIP
RH+5AP4561SL,PC,RFC,WIP
RH+5AP4561T,PC,RFC,WIP
RH+5AP4561UL,PC,RFC,WIP
RH+5AP4561US,PC,RFC,WIP
RH+5AP5561CL,PC,RFC,WIP
RH+5AP5561CS,PC,RFC,WIP
RH+5AP5561H,PC,RFC,WIP
RH+5AP5561I,PC,RFC,WIP
RH+5AP5561M,EA,RFC,FG
RH+5AP5561N,PC,RFC,WIP
RH+5AP5561PL,PC,RFC,WIP
RH+5AP5561PS,PC,RFC,WIP
RH+5AP5561SL,PC,RFC,WIP
RH+5AP5561T,PC,RFC,WIP
RH+5AP5561UL,PC,RFC,WIP
RH+5AP5561US,PC,RFC,WIP
RH+5APR241CL,PC,RFC,WIP
RH+5APR241CS,PC,RFC,WIP
RH+5APR241H,PC,RFC,WIP
RH+5APR241I,PC,RFC,WIP
RH+5APR241M,EA,RFC,FG
RH+5APR241N,PC,RFC,WIP
RH+5APR241PL,PC,RFC,WIP
RH+5APR241PS,PC,RFC,WIP
RH+5APR241SL,PC,RFC,WIP
RH+5APR241T,PC,RFC,WIP
RH+5APR241UL,PC,RFC,WIP
RH+5APR241US,PC,RFC,WIP
RH+5AR1000CL,PC,RFC,WIP
RH+5AR1000CS,PC,RFC,WIP
RH+5AR1000M,EA,RFC,FG
RH+5AR1000PL,PC,RFC,WIP
RH+5AR1000PS,PC,RFC,WIP
RH+5AR1000SL,PC,RFC,WIP
RH+5AR1000UL,PC,RFC,WIP
RH+5AR1000US,PC,RFC,WIP
RH+5AR2000CL,PC,RFC,WIP
RH+5AR2000CS,PC,RFC,WIP
RH+5AR2000M,EA,RFC,FG
RH+5AR2000PL,PC,RFC,WIP
RH+5AR2000PS,PC,RFC,WIP
RH+5AR2000SL,PC,RFC,WIP
RH+5AR2000UL,PC,RFC,WIP
RH+5AR2000US,PC,RFC,WIP
RH+5AR3000CL,PC,RFC,WIP
RH+5AR3000CS,PC,RFC,WIP
RH+5AR3000M,EA,RFC,FG
RH+5AR3000PL,PC,RFC,WIP
RH+5AR3000PS,PC,RFC,WIP
RH+5AR3000SL,PC,RFC,WIP
RH+5AR3000UL,PC,RFC,WIP
RH+5AR3000US,PC,RFC,WIP
RH+5ARJP00CL,PC,RFC,WIP
RH+5ARJP00M,EA,RFC,FG
RH+5ARJP00PL,PC,RFC,WIP
RH+5ARJP00SL,PC,RFC,WIP
RH+5ARJP00UL,PC,RFC,WIP
RH+5BL3520CL,PC,RFC,WIP
RH+5BL3520M,EA,RFC,FG
RH+5BL3520PL,PC,RFC,WIP
RH+5BL3520SL,PC,RFC,WIP
RH+5BL3520UL,PC,RFC,WIP
RH+5BL4020CL,PC,RFC,WIP
RH+5BL4020M,EA,RFC,FG
RH+5BL4020PL,PC,RFC,WIP
RH+5BL4020SL,PC,RFC,WIP
RH+5BL4020UL,PC,RFC,WIP
RH+5BLK410CL,PC,RFC,WIP
RH+5BLK410M,EA,RFC,FG
RH+5BLK410PL,PC,RFC,WIP
RH+5BLK410SL,PC,RFC,WIP
RH+5BLK410UL,PC,RFC,WIP
RH+5BLK411CL,PC,RFC,WIP
RH+5BLK411M,EA,RFC,FG
RH+5BLK411PL,PC,RFC,WIP
RH+5BLK411SL,PC,RFC,WIP
RH+5BLK411UL,PC,RFC,WIP
RH+5BPIM00CL,PC,RFC,WIP
RH+5BPIM00M,EA,RFC,FG
RH+5BPIM00PL,PC,RFC,WIP
RH+5BPIM00SL,PC,RFC,WIP
RH+5BPIM00UL,PC,RFC,WIP
RH+5BPIN00CL,PC,RFC,WIP
RH+5BPIN00CS,PC,RFC,WIP
RH+5BPIN00M,EA,RFC,FG
RH+5BPIN00PL,PC,RFC,WIP
RH+5BPIN00PS,PC,RFC,WIP
RH+5BPIN00SL,PC,RFC,WIP
RH+5BPIN00UL,PC,RFC,WIP
RH+5BPIN00US,PC,RFC,WIP
RH+5BPIR00CL,PC,RFC,WIP
RH+5BPIR00CS,PC,RFC,WIP
RH+5BPIR00M,EA,RFC,FG
RH+5BPIR00PL,PC,RFC,WIP
RH+5BPIR00PS,PC,RFC,WIP
RH+5BPIR00SL,PC,RFC,WIP
RH+5BPIR00UL,PC,RFC,WIP
RH+5BPIR00US,PC,RFC,WIP
RH+5BPJL00CL,PC,RFC,WIP
RH+5BPJL00CS,PC,RFC,WIP
RH+5BPJL00M,EA,RFC,FG
RH+5BPJL00PL,PC,RFC,WIP
RH+5BPJL00PS,PC,RFC,WIP
RH+5BPJL00SL,PC,RFC,WIP
RH+5BPJL00UL,PC,RFC,WIP
RH+5BPJL00US,PC,RFC,WIP
RH+5BPJP00CL,PC,RFC,WIP
RH+5BPJP00M,EA,RFC,FG
RH+5BPJP00PL,PC,RFC,WIP
RH+5BPJP00SL,PC,RFC,WIP
RH+5BPJP00UL,PC,RFC,WIP
RH+5BPJR00CL,PC,RFC,WIP
RH+5BPJR00CS,PC,RFC,WIP
RH+5BPJR00M,EA,RFC,FG
RH+5BPJR00PL,PC,RFC,WIP
RH+5BPJR00PS,PC,RFC,WIP
RH+5BPJR00SL,PC,RFC,WIP
RH+5BPJR00UL,PC,RFC,WIP
RH+5BPJR00US,PC,RFC,WIP
RH+5BPRB01CL,PC,RFC,WIP
RH+5BPRB01M,EA,RFC,FG
RH+5BPRB01PL,PC,RFC,WIP
RH+5BPRB01SL,PC,RFC,WIP
RH+5BPRB01UL,PC,RFC,WIP
RH+5BU3500CL,PC,RFC,WIP
RH+5BU3500M,EA,RFC,FG
RH+5BU3500PL,PC,RFC,WIP
RH+5BU3500SL,PC,RFC,WIP
RH+5BU3500UL,PC,RFC,WIP
RH+5CAS100CL,PC,RFC,WIP
RH+5CAS100CS,PC,RFC,WIP
RH+5CAS100M,EA,RFC,FG
RH+5CAS100PL,PC,RFC,WIP
RH+5CAS100PS,PC,RFC,WIP
RH+5CAS100SL,PC,RFC,WIP
RH+5CAS100UL,PC,RFC,WIP
RH+5CAS100US,PC,RFC,WIP
RH+5CL3500CL,PC,RFC,WIP
RH+5CL3500CS,PC,RFC,WIP
RH+5CL3500M,EA,RFC,FG
RH+5CL3500PL,PC,RFC,WIP
RH+5CL3500PS,PC,RFC,WIP
RH+5CL3500SL,PC,RFC,WIP
RH+5CL3500UL,PC,RFC,WIP
RH+5CL3500US,PC,RFC,WIP
RH+5CL4000CL,PC,RFC,WIP
RH+5CL4000CS,PC,RFC,WIP
RH+5CL4000M,EA,RFC,FG
RH+5CL4000PL,PC,RFC,WIP
RH+5CL4000PS,PC,RFC,WIP
RH+5CL4000SL,PC,RFC,WIP
RH+5CL4000UL,PC,RFC,WIP
RH+5CL4000US,PC,RFC,WIP
RH+5CL4001CL,PC,RFC,WIP
RH+5CL4001M,EA,RFC,FG
RH+5CL4001PL,PC,RFC,WIP
RH+5CL4001SL,PC,RFC,WIP
RH+5CL4001UL,PC,RFC,WIP
RH+5CL4500CL,PC,RFC,WIP
RH+5CL4500M,EA,RFC,FG
RH+5CL4500PL,PC,RFC,WIP
RH+5CL4500SL,PC,RFC,WIP
RH+5CL4500UL,PC,RFC,WIP
RH+5CL5000CL,PC,RFC,WIP
RH+5CL5000CS,PC,RFC,WIP
